Time,Fx,Fy,Fz,F,Mx,My,Mz
[s],[N],[N],[N],[N],[Nm],[Nm],[Nm]
0,42.16,-138.57,10.12,145.19,0.29,0.02,-0.4
0.009,41.1,-136.74,9.8,143.12,0.3,0.02,-0.39
0.017,40.06,-134.51,9.03,140.64,0.31,0.02,-0.4
0.025,40.01,-132.69,9.24,138.9,0.32,0.02,-0.4
0.033,38.28,-129.84,8.02,135.6,0.32,0.04,-0.41
0.041,37.89,-128.19,8.83,133.97,0.33,0.04,-0.42
0.049,39.09,-127.73,11.18,134.05,0.34,0.02,-0.42
0.058,37.59,-125.19,10.58,131.14,0.35,0.03,-0.42
0.066,36.82,-123.66,10.28,129.44,0.36,0.04,-0.43
0.074,35.98,-122.22,10.5,127.84,0.38,0.04,-0.43
0.082,36.16,-121.89,12.06,127.71,0.39,0.02,-0.43
0.09,36.3,-120.9,12.73,126.87,0.4,0.01,-0.43
0.099,35.78,-120.45,13.28,126.35,0.41,-0.01,-0.42
0.107,35.88,-119.21,14.16,125.29,0.42,-0.01,-0.42
0.115,35.41,-116.46,13.6,122.48,0.42,0,-0.43
0.123,35.27,-114.49,13.96,120.61,0.43,0,-0.43
0.131,35.92,-113.39,15.55,119.96,0.43,-0.01,-0.43
0.14,35.24,-110.83,15.4,117.32,0.43,0,-0.42
0.148,34.72,-108.47,15.57,114.95,0.44,0.01,-0.42
0.156,32.68,-105.29,13.97,111.13,0.44,0.04,-0.43
0.164,30.46,-102.4,12.57,107.57,0.44,0.06,-0.42
0.172,29.12,-99.67,11.62,104.48,0.44,0.08,-0.42
0.181,27.83,-97.1,10.29,101.53,0.43,0.1,-0.42
0.189,27.12,-95.72,9.72,99.96,0.43,0.1,-0.42
0.197,26,-94.24,8.48,98.13,0.43,0.12,-0.41
0.205,25.9,-92.98,7.97,96.85,0.43,0.13,-0.42
0.214,26.52,-93.12,8.88,97.23,0.43,0.12,-0.41
0.222,27.56,-93.79,10.03,98.27,0.43,0.11,-0.41
0.23,28.38,-94.88,10.84,99.63,0.42,0.1,-0.41
0.238,29.43,-96.86,12.09,101.95,0.42,0.08,-0.39
0.246,31.62,-100,14.45,105.87,0.42,0.05,-0.38
0.255,34.02,-103.7,17.31,110.51,0.41,0.02,-0.36
0.263,34.74,-106.93,18.63,113.96,0.41,0,-0.33
0.271,34.67,-109.24,18.89,116.15,0.4,-0.01,-0.31
0.279,33.9,-110.97,18.27,117.46,0.4,-0.01,-0.3
0.287,32.09,-112.06,16.56,117.73,0.39,0,-0.28
0.296,32.04,-114.7,16.57,120.24,0.39,-0.01,-0.27
0.304,32.49,-117.47,16.95,123.05,0.38,-0.02,-0.26
0.312,33.44,-120.71,17.31,126.45,0.37,-0.04,-0.26
0.32,34.69,-124.19,18.22,130.23,0.37,-0.06,-0.25
0.328,35.94,-126.86,18.66,133.17,0.35,-0.06,-0.25
0.337,35.82,-128.52,17.44,134.55,0.34,-0.05,-0.26
0.345,36.4,-129.83,17.36,135.95,0.33,-0.03,-0.27
0.353,38.82,-132.72,18.73,139.54,0.32,-0.04,-0.27
0.361,40.93,-135.06,19.73,142.5,0.32,-0.03,-0.27
0.369,42.61,-137.34,20.27,145.22,0.31,-0.02,-0.26
0.377,43.34,-139.11,19.48,147.01,0.32,-0.01,-0.25
0.386,44.1,-139.96,18.29,147.87,0.32,0.03,-0.23
0.394,46.2,-142.68,19.13,151.19,0.33,0.04,-0.21
0.402,47.19,-144.49,18.61,153.14,0.34,0.06,-0.18
0.41,48.93,-146.02,18.23,155.07,0.35,0.08,-0.14
0.418,51.2,-149.51,19.57,159.24,0.37,0.08,-0.1
0.426,54.65,-151.75,21.79,162.76,0.39,0.08,-0.07
0.434,56.65,-154.03,22.82,165.7,0.4,0.09,-0.03
0.442,57.21,-155.37,22.77,167.13,0.42,0.1,0
0.451,58.87,-157.66,24.47,170.07,0.43,0.09,0.03
0.459,58.85,-158.11,23.75,170.37,0.45,0.11,0.06
0.467,58.37,-158.16,22.93,170.14,0.47,0.13,0.08
0.475,59.06,-158.39,23.14,170.62,0.48,0.14,0.1
0.483,59.73,-159.5,23.33,171.91,0.49,0.14,0.13
0.491,60.1,-161.21,23.61,173.66,0.51,0.12,0.17
0.499,61.49,-162.53,25.07,175.58,0.52,0.12,0.19
0.507,62.64,-163.84,26.07,177.34,0.53,0.11,0.22
0.515,63.06,-165.46,27.06,179.13,0.54,0.1,0.24
0.524,63.18,-166.66,27.89,180.4,0.54,0.09,0.25
0.532,63.09,-166.94,28.13,180.67,0.55,0.08,0.26
0.54,62.49,-166.21,27.69,179.71,0.55,0.09,0.25
0.548,61.93,-164.69,27.08,178.02,0.55,0.1,0.24
0.556,61.34,-162.39,26.18,175.56,0.55,0.11,0.22
0.564,60.31,-159.66,24.96,172.49,0.55,0.13,0.2
0.572,58.98,-156.87,23.28,169.2,0.55,0.15,0.17
0.58,57.52,-155.2,21.58,166.92,0.56,0.15,0.15
0.588,57.01,-152.76,21.11,164.41,0.56,0.15,0.12
0.596,55.71,-150.26,20.44,161.55,0.57,0.16,0.08
0.605,53.78,-148.32,20.22,159.06,0.57,0.16,0.05
0.613,51.48,-145.9,19.73,155.97,0.58,0.16,0
0.621,49.6,-142.82,19.48,152.44,0.58,0.16,-0.06
0.629,48.99,-140.86,20.43,150.53,0.57,0.14,-0.11
0.637,48.76,-139.21,22.15,149.16,0.57,0.12,-0.16
0.645,48.58,-138.91,23.76,149.07,0.57,0.09,-0.19
0.653,47.59,-136.68,24.54,146.79,0.55,0.09,-0.24
0.662,47.11,-136.14,25.67,146.33,0.54,0.06,-0.26
0.67,46.24,-135.71,25.75,145.66,0.53,0.04,-0.28
0.678,45.78,-135.01,26.6,145.02,0.51,0.02,-0.29
0.686,44.37,-134.45,25.38,143.84,0.49,0,-0.29
0.694,43.75,-134.42,25.94,143.72,0.46,-0.02,-0.29
0.702,41.85,-133.71,24.77,142.28,0.44,-0.03,-0.28
0.711,40.6,-132.47,24.35,140.68,0.41,-0.04,-0.27
0.719,39.6,-129.75,23.99,137.77,0.38,-0.03,-0.27
0.727,38.26,-128.29,23.58,135.93,0.35,-0.03,-0.26
0.735,36.37,-126.98,23.36,134.13,0.33,-0.04,-0.25
0.743,34.77,-126.47,23.12,133.19,0.3,-0.05,-0.23
0.751,33.46,-126.17,23,132.54,0.27,-0.06,-0.21
0.76,31.9,-126.33,22.89,132.29,0.25,-0.07,-0.18
0.768,31.02,-126.99,23.38,132.8,0.22,-0.1,-0.16
0.776,29.31,-125.36,21.93,130.59,0.19,-0.09,-0.15
0.784,27.25,-124.58,21.14,129.27,0.17,-0.09,-0.13
0.792,25.09,-124.26,20.47,128.41,0.15,-0.1,-0.12
0.801,24.97,-125.21,21.89,129.54,0.13,-0.13,-0.1
0.809,23.98,-124.97,21.8,129.11,0.12,-0.14,-0.08
0.817,22.65,-124.48,21.49,128.33,0.1,-0.15,-0.07
0.825,21.13,-123.12,21.1,126.69,0.08,-0.14,-0.06
0.833,19.91,-121.46,20.95,124.85,0.06,-0.13,-0.06
0.842,19.14,-120.95,21.16,124.27,0.05,-0.14,-0.04
0.85,17.89,-119.13,20.09,122.13,0.03,-0.13,-0.03
0.858,16.97,-119.03,19.86,121.86,0.02,-0.13,-0.01
0.866,16.58,-118.82,20.16,121.65,0.01,-0.14,0.01
0.874,15.31,-118.02,19.1,120.54,0,-0.14,0.03
0.883,13.84,-116.44,18.48,118.71,-0.01,-0.13,0.04
0.891,13.02,-114.9,18.27,117.07,-0.01,-0.11,0.04
0.899,12.44,-113.28,18.17,115.4,-0.02,-0.1,0.05
0.907,12.15,-111.49,17.29,113.48,-0.02,-0.09,0.05
0.915,10.64,-109.43,15.49,111.03,-0.03,-0.07,0.05
0.924,10.01,-109.04,16.15,110.68,-0.03,-0.07,0.06
0.932,10.97,-109.75,17.92,111.74,-0.03,-0.08,0.08
0.94,12.67,-110.55,19.89,113.04,-0.03,-0.1,0.09
0.948,13.47,-110.52,20.2,113.16,-0.03,-0.1,0.1
0.957,12.81,-110.51,19.56,112.96,-0.04,-0.1,0.11
0.965,11.13,-109.93,18.92,112.1,-0.04,-0.09,0.12
0.973,8.7,-107.84,17.11,109.54,-0.05,-0.06,0.12
0.981,8.21,-107.5,16.99,109.15,-0.05,-0.06,0.13
0.989,8.36,-107.3,16.9,108.95,-0.06,-0.06,0.13
0.998,7.38,-107.15,16.52,108.67,-0.06,-0.06,0.14
1.006,7.43,-106.93,16.08,108.39,-0.07,-0.06,0.15
1.014,6.57,-107.37,15.49,108.68,-0.08,-0.07,0.16
1.022,5.2,-106.81,13.99,107.85,-0.08,-0.07,0.16
1.03,4.89,-106.93,13.72,107.92,-0.09,-0.08,0.17
1.039,6.38,-109.05,15.7,110.36,-0.09,-0.11,0.18
1.047,9,-111.74,18.58,113.63,-0.1,-0.14,0.19
1.055,10.45,-112.64,19.49,114.79,-0.11,-0.15,0.19
1.063,10.56,-112.39,19.11,114.5,-0.12,-0.14,0.19
1.072,9.51,-112,17.76,113.8,-0.13,-0.13,0.19
1.08,8.62,-111.83,16.87,113.42,-0.14,-0.12,0.2
1.088,8.33,-110.81,16.42,112.33,-0.16,-0.1,0.19
1.096,6.97,-109.64,14.88,110.86,-0.16,-0.07,0.19
1.104,6.14,-109.63,14.36,110.74,-0.17,-0.07,0.19
1.113,6.38,-109.95,14.45,111.08,-0.17,-0.07,0.19
1.121,6.82,-110.9,15.25,112.15,-0.18,-0.08,0.19
1.129,6.73,-109.86,14.35,111,-0.18,-0.06,0.19
1.137,6.63,-109.98,14.31,111.11,-0.18,-0.07,0.19
1.145,6.68,-109.27,14.31,110.41,-0.18,-0.06,0.19
1.154,5.81,-108.48,13.8,109.51,-0.18,-0.06,0.2
1.162,5.05,-107.78,13.41,108.73,-0.18,-0.05,0.19
1.17,5.12,-108.27,14.2,109.31,-0.18,-0.06,0.19
1.178,4.99,-108.51,14.36,109.57,-0.17,-0.07,0.19
1.187,6.43,-109.37,15.82,110.7,-0.17,-0.09,0.19
1.195,7.1,-110.7,16.36,112.13,-0.17,-0.11,0.2
1.203,6.98,-111.02,15.82,112.36,-0.17,-0.12,0.2
1.211,7.3,-111.54,16.06,112.92,-0.17,-0.13,0.2
1.219,6.5,-111.19,15.37,112.44,-0.17,-0.13,0.19
1.228,5.54,-110.43,14.5,111.52,-0.17,-0.13,0.19
1.236,5.46,-109.53,14.3,110.59,-0.17,-0.12,0.18
1.244,6.13,-107.94,14.22,109.05,-0.18,-0.1,0.16
1.252,6.01,-106.91,13.76,107.96,-0.18,-0.09,0.15
1.26,5.53,-105.68,13.52,106.68,-0.18,-0.08,0.14
1.269,5.97,-106.11,14.55,107.27,-0.18,-0.08,0.13
1.277,5.47,-106.6,14.73,107.75,-0.18,-0.09,0.13
1.285,4.87,-107.07,15.34,108.27,-0.17,-0.09,0.12
1.293,5.64,-107.58,17.13,109.08,-0.17,-0.1,0.12
1.302,7.12,-107.67,18.69,109.51,-0.17,-0.1,0.11
1.31,7.38,-107.42,18.77,109.3,-0.17,-0.1,0.11
1.318,7.07,-106.62,17.67,108.31,-0.17,-0.09,0.11
1.326,7.54,-106.64,17.24,108.28,-0.18,-0.09,0.11
1.335,8.56,-107.53,17.3,109.25,-0.18,-0.09,0.11
1.343,8.87,-108.29,16.88,109.96,-0.18,-0.1,0.11
1.351,9.2,-109.85,16.53,111.46,-0.19,-0.11,0.12
1.359,9.26,-111.21,15.5,112.67,-0.19,-0.12,0.12
1.367,9.52,-112.69,15.57,114.16,-0.19,-0.13,0.12
1.376,10.81,-114.35,16.74,116.08,-0.19,-0.14,0.12
1.384,10.9,-114.66,16.39,116.34,-0.19,-0.14,0.12
1.392,10.7,-114.91,16.02,116.51,-0.19,-0.13,0.11
1.4,10.79,-115.2,16,116.81,-0.19,-0.14,0.1
1.408,11.18,-114.66,15.43,116.24,-0.19,-0.13,0.08
1.417,11.57,-114.73,15.13,116.3,-0.18,-0.13,0.08
1.425,12.06,-114.74,15.13,116.36,-0.17,-0.13,0.06
1.433,13.25,-114.31,15.73,116.15,-0.17,-0.13,0.04
1.441,14.23,-114.22,16.7,116.31,-0.17,-0.13,0.03
1.449,15.87,-115.46,18.71,118.04,-0.16,-0.15,0.02
1.458,17.48,-117.11,20.85,120.22,-0.15,-0.17,0.01
1.466,18.72,-118.45,21.9,121.9,-0.15,-0.19,0.01
1.474,18.97,-119.25,21.69,122.68,-0.14,-0.2,0.01
1.482,19.4,-119.6,21.54,123.07,-0.14,-0.21,0.01
1.491,19.72,-119.9,21.18,123.34,-0.14,-0.21,0
1.499,20.2,-120.01,21.3,123.55,-0.14,-0.21,0
1.507,19.68,-119.16,20.36,122.48,-0.14,-0.2,-0.01
1.515,19.42,-118.9,20,122.12,-0.13,-0.19,-0.02
1.523,19.63,-118.9,20.08,122.17,-0.13,-0.19,-0.02
1.532,20.41,-119.55,20.83,123.06,-0.12,-0.2,-0.03
1.54,20.48,-119.37,20.47,122.83,-0.12,-0.2,-0.03
1.548,21.49,-119.51,21.52,123.32,-0.11,-0.2,-0.04
1.556,22.32,-119.01,22.44,123.14,-0.1,-0.2,-0.05
1.564,21.78,-117.48,21.84,121.46,-0.09,-0.19,-0.07
1.573,22.03,-116.6,22.08,120.7,-0.08,-0.18,-0.08
1.581,21.13,-115.43,21.59,119.32,-0.07,-0.17,-0.09
1.589,22.05,-115.68,23.72,120.13,-0.06,-0.18,-0.09
1.597,21.53,-115.08,22.95,119.3,-0.06,-0.18,-0.09
1.605,20.66,-113.68,22.15,117.64,-0.05,-0.16,-0.09
1.614,18.78,-112.01,19.93,115.31,-0.04,-0.15,-0.09
1.622,17.28,-110.28,16.88,112.9,-0.04,-0.14,-0.09
1.63,16.16,-108.52,14.19,110.63,-0.04,-0.12,-0.08
1.638,14.52,-106.03,11.61,107.65,-0.03,-0.1,-0.08
1.647,12.66,-103.33,9.42,104.53,-0.03,-0.06,-0.08
1.655,11.4,-101.72,8.75,102.73,-0.02,-0.05,-0.09
1.663,10.28,-100.93,8.41,101.8,-0.02,-0.04,-0.08
1.671,10.24,-101.08,9.13,102.01,-0.01,-0.04,-0.08
1.679,9.66,-100.92,9.06,101.79,0,-0.04,-0.07
1.688,9.03,-100.48,8.73,101.26,0,-0.04,-0.07
1.696,9.01,-100.71,9.32,101.54,0,-0.04,-0.07
1.704,8.75,-100.67,9.48,101.49,0.01,-0.04,-0.06
1.712,8.12,-100.05,8.48,100.74,0.01,-0.04,-0.06
1.721,8.06,-99.44,8.14,100.09,0.01,-0.04,-0.05
1.729,7.95,-98.53,7.95,99.17,0.01,-0.04,-0.05
1.737,9.67,-99.36,9.71,100.3,0.02,-0.06,-0.04
1.745,11.53,-100.79,12.13,102.17,0.03,-0.09,-0.03
1.754,12.12,-101.29,13.2,102.86,0.04,-0.1,-0.03
1.762,12.71,-101.93,14.59,103.75,0.05,-0.11,-0.02
1.77,13.48,-102.29,15.84,104.39,0.06,-0.12,-0.02
1.778,12.29,-101.7,15.17,103.56,0.06,-0.12,-0.02
1.786,13.47,-102.27,16.9,104.53,0.07,-0.13,-0.02
1.795,13.1,-102.22,16.99,104.45,0.08,-0.12,-0.02
1.803,13.52,-102.2,17.39,104.54,0.08,-0.13,-0.02
1.811,12.91,-101.51,16.94,103.72,0.09,-0.12,-0.03
1.819,12.59,-100.28,15.77,102.29,0.09,-0.11,-0.04
1.828,13.42,-100.07,16.84,102.36,0.1,-0.11,-0.04
1.836,12.98,-98.81,15.35,100.83,0.1,-0.1,-0.05
1.844,13.25,-98.25,15.75,100.39,0.11,-0.1,-0.06
1.852,13.72,-98.59,16.13,100.84,0.11,-0.11,-0.06
1.861,12.59,-97.59,14.68,99.49,0.12,-0.1,-0.06
1.869,11.88,-97.11,13.82,98.81,0.12,-0.1,-0.06
1.877,11.58,-97.01,12.98,98.56,0.12,-0.11,-0.06
1.885,11.81,-97.74,12.83,99.28,0.12,-0.12,-0.06
1.894,11.37,-97.88,12.41,99.32,0.12,-0.13,-0.06
1.902,11.87,-97.97,12.73,99.5,0.12,-0.13,-0.07
1.91,13.19,-98.63,14.29,100.53,0.13,-0.13,-0.08
1.918,14.49,-99.48,15.74,101.76,0.14,-0.14,-0.09
1.927,15.29,-100.2,16.18,102.65,0.14,-0.14,-0.09
1.935,15.52,-100.5,15.98,102.94,0.14,-0.14,-0.1
1.943,15.88,-100.84,16.06,103.34,0.14,-0.14,-0.11
1.951,15.87,-100.54,15.61,102.98,0.13,-0.14,-0.12
1.959,16.15,-100.64,15.6,103.12,0.13,-0.13,-0.14
1.968,16.41,-100.99,15.68,103.51,0.13,-0.13,-0.15
1.976,16.33,-101.01,15.56,103.5,0.13,-0.13,-0.16
1.984,17.33,-101.79,16.39,104.55,0.14,-0.13,-0.18
1.992,18.3,-102.51,17.5,105.59,0.14,-0.14,-0.19
2.001,19.78,-103.82,19.08,107.4,0.14,-0.15,-0.2
2.009,19.82,-104.69,18.88,108.2,0.15,-0.16,-0.21
2.017,19.39,-103.76,17.82,107.05,0.15,-0.15,-0.23
2.025,20.95,-104.67,19.25,108.47,0.15,-0.16,-0.25
2.034,21.08,-104.8,19.11,108.6,0.14,-0.16,-0.26
2.042,22.28,-105.22,19.69,109.34,0.14,-0.16,-0.28
2.05,22.6,-106.17,19.44,110.28,0.13,-0.16,-0.29
2.058,21.97,-104.77,17.25,108.43,0.13,-0.15,-0.31
2.067,23,-105.51,17.59,109.41,0.12,-0.15,-0.32
2.075,22.26,-104.41,15.37,107.86,0.11,-0.13,-0.34
2.083,23.14,-105.57,15.59,109.19,0.1,-0.13,-0.35
2.091,22.13,-104.93,13.43,108.08,0.1,-0.11,-0.36
2.099,21.59,-105.43,12.75,108.37,0.1,-0.1,-0.37
2.108,22.14,-106.89,13.11,109.95,0.1,-0.1,-0.38
2.116,23.58,-109.24,14.6,112.71,0.1,-0.11,-0.39
2.124,26.39,-112.6,17.22,116.93,0.1,-0.12,-0.4
2.132,30.11,-116.46,20.08,121.95,0.1,-0.14,-0.41
2.14,32.32,-119.47,21.75,125.66,0.1,-0.16,-0.41
2.149,32.83,-121.61,21.45,127.78,0.1,-0.14,-0.41
2.157,33.88,-124.15,21.25,130.44,0.1,-0.13,-0.42
2.165,34.94,-127.58,21.49,134.01,0.1,-0.12,-0.43
2.173,37.16,-131.09,22.63,138.12,0.1,-0.12,-0.44
2.181,40.66,-136.41,25.33,144.58,0.1,-0.15,-0.44
2.19,44.1,-140.93,27.91,150.28,0.11,-0.16,-0.44
2.198,46.35,-145.01,29.22,155.01,0.11,-0.16,-0.45
2.206,46.69,-147.75,27.27,157.33,0.11,-0.14,-0.45
2.214,47.85,-152.59,27.47,162.26,0.12,-0.14,-0.45
2.222,48.86,-156.33,26.83,165.97,0.12,-0.12,-0.47
2.23,49.95,-160.56,26.35,170.21,0.13,-0.1,-0.48
2.238,51.22,-165.89,26.42,175.62,0.14,-0.09,-0.49
2.247,53.2,-171.17,27.17,181.29,0.15,-0.08,-0.5
2.255,56.06,-177.64,28.97,188.51,0.17,-0.08,-0.51
2.263,58.96,-183.38,30.53,195.03,0.19,-0.07,-0.52
2.271,63.12,-190.07,33.61,203.08,0.22,-0.07,-0.52
2.279,65.77,-197.31,36.02,211.08,0.26,-0.07,-0.51
2.287,67.79,-203.13,36.41,217.21,0.29,-0.04,-0.51
2.295,70.6,-209.57,37.1,224.23,0.32,-0.02,-0.49
2.303,73.97,-217.28,39,232.82,0.36,-0.01,-0.47
2.311,75.26,-223.79,39.2,239.34,0.41,0.03,-0.45
2.319,78.35,-231.44,40.61,247.69,0.45,0.05,-0.41
2.327,81.76,-238.2,42.25,255.36,0.49,0.08,-0.38
2.335,87.09,-245.26,44.91,264.11,0.53,0.12,-0.34
2.343,91.62,-252.03,47.27,272.3,0.57,0.15,-0.29
2.351,95.7,-258.88,49.44,280.4,0.61,0.18,-0.23
2.359,98.72,-265.75,50.94,288.03,0.65,0.21,-0.17
2.366,102.35,-271.41,53.53,294.96,0.69,0.24,-0.11
2.374,106.51,-278.62,56.4,303.57,0.72,0.26,-0.03
2.382,109.87,-283.8,58.11,309.83,0.75,0.29,0.03
2.39,113.24,-288.46,58.93,315.44,0.77,0.33,0.09
2.398,117.3,-293.44,60.87,321.83,0.78,0.35,0.15
2.406,119.28,-297.14,61.22,325.98,0.8,0.38,0.2
2.414,120.93,-301.6,61.29,330.67,0.81,0.41,0.25
2.421,123.22,-306.9,61.71,336.42,0.82,0.43,0.29
2.429,125.92,-312.31,62.77,342.54,0.83,0.44,0.33
2.437,128.09,-318.08,64.06,348.83,0.84,0.44,0.37
2.445,130.04,-323.57,65.81,354.88,0.86,0.44,0.4
2.452,131.83,-328.49,66.72,360.19,0.87,0.46,0.43
2.46,133.22,-332.54,67.15,364.47,0.89,0.48,0.45
2.468,134.63,-336.08,67.8,368.34,0.9,0.5,0.47
2.476,136.32,-340.21,69.1,372.96,0.92,0.52,0.49
2.483,138.83,-344.41,70.87,378.04,0.94,0.54,0.5
2.491,141.38,-348.35,72.38,382.85,0.96,0.55,0.52
2.499,144.89,-354.02,75.49,389.89,0.98,0.54,0.54
2.506,147.66,-358.27,77.56,395.19,0.99,0.56,0.57
2.514,150.46,-362.64,79.51,400.58,1.01,0.56,0.59
2.522,152.78,-367.6,81.26,406.29,1.02,0.56,0.62
2.529,155.85,-372.07,83.97,412.04,1.03,0.56,0.65
2.537,158.17,-376.47,85.4,417.19,1.04,0.57,0.68
2.545,161.37,-381.54,88.48,423.61,1.05,0.57,0.7
2.552,164.37,-385.95,89.96,429.03,1.05,0.57,0.72
2.56,168.41,-390.47,92.15,435.11,1.05,0.58,0.74
2.568,171.68,-394.68,93.61,440.47,1.06,0.6,0.77
2.575,174.02,-398.63,92.91,444.78,1.06,0.62,0.8
2.583,175.67,-402.25,91.4,448.35,1.07,0.65,0.82
2.59,177.67,-406.17,91.09,452.59,1.08,0.67,0.85
2.598,179.84,-410.44,90.56,457.17,1.08,0.7,0.87
2.606,182.95,-416.77,90.98,464.16,1.1,0.69,0.9
2.613,186.05,-423.03,92.31,471.27,1.11,0.7,0.93
2.621,189.39,-428.02,94,477.39,1.12,0.71,0.95
2.628,193.42,-432.95,95.86,483.78,1.13,0.73,0.98
2.636,196.36,-438.01,96.62,489.64,1.14,0.74,1
2.643,198.6,-442.38,95.91,494.31,1.15,0.77,1.03
2.651,201.98,-446.49,96.82,499.52,1.17,0.79,1.04
2.658,204.16,-449.04,96.46,502.61,1.19,0.83,1.05
2.666,207.02,-452,96.29,506.39,1.21,0.87,1.06
2.673,209.93,-456.54,96.73,511.71,1.24,0.89,1.07
2.681,213.31,-461.95,98.09,518.19,1.27,0.9,1.08
2.688,218.09,-467.65,100.78,525.75,1.31,0.9,1.09
2.695,221.6,-472.21,102.18,531.54,1.34,0.92,1.1
2.703,224.64,-477.11,104.41,537.58,1.38,0.92,1.1
2.71,227.78,-481.07,106.48,542.82,1.41,0.93,1.11
2.718,230.36,-484.14,108.03,546.93,1.43,0.95,1.12
2.725,233.71,-487.47,109.52,551.58,1.45,0.95,1.12
2.732,235.09,-490.68,109.42,554.98,1.48,0.96,1.14
2.74,236.98,-492.78,109.02,557.57,1.5,0.99,1.14
2.747,240.07,-496.24,110.5,562.23,1.53,1.01,1.15
2.755,243.26,-500.54,111.92,567.66,1.55,1.02,1.16
2.762,246.93,-506.14,114.07,574.6,1.58,1.01,1.17
2.769,251.37,-512.42,117.33,582.69,1.61,1.01,1.19
2.777,254.93,-518.38,119.48,589.91,1.63,1.01,1.21
2.784,258.37,-522.54,120.79,595.32,1.64,1.03,1.22
2.791,262.2,-526.8,122.94,601.15,1.65,1.05,1.24
2.799,266.67,-531.34,124.97,607.5,1.66,1.07,1.26
2.806,270.83,-535.26,126.92,613.16,1.67,1.09,1.28
2.813,273.97,-539.11,126.74,617.87,1.68,1.12,1.3
2.82,277.27,-545.27,127.32,624.83,1.7,1.12,1.34
2.828,280.49,-551.49,128.57,631.94,1.73,1.12,1.37
2.835,282.85,-556.01,129.19,637.06,1.74,1.14,1.39
2.842,286.48,-561.05,131.37,643.52,1.76,1.15,1.42
2.849,290.64,-565.24,133.92,649.54,1.77,1.16,1.44
2.857,293.59,-567.68,134.98,653.2,1.77,1.19,1.46
2.864,296.6,-569.34,136.43,656.3,1.77,1.21,1.48
2.871,298.74,-570.03,136.08,657.8,1.77,1.24,1.5
2.878,301.05,-571.94,136.08,660.5,1.77,1.25,1.53
2.885,302.88,-573.81,136.19,662.97,1.78,1.27,1.56
2.893,305.97,-575.67,137.36,666.25,1.79,1.28,1.58
2.9,309.33,-577.84,138.57,669.92,1.8,1.29,1.6
2.907,313.93,-580.74,141.62,675.18,1.81,1.3,1.62
2.914,317.55,-582.16,143.03,678.39,1.81,1.32,1.63
2.921,321.06,-585.05,144.91,682.91,1.81,1.32,1.66
2.929,322.84,-587,144.5,685.33,1.82,1.34,1.68
2.936,326.25,-589.4,146.01,689.31,1.83,1.34,1.7
2.943,329.73,-591.69,147.37,693.21,1.83,1.34,1.72
2.95,333.17,-593.59,149.33,696.89,1.84,1.35,1.74
2.957,336.49,-594.73,151.29,699.87,1.84,1.36,1.76
2.964,339.78,-596.69,153,703.49,1.85,1.36,1.79
2.971,342.16,-596.69,153.86,704.83,1.84,1.38,1.81
2.979,343.73,-596.47,154.66,705.58,1.83,1.4,1.83
2.986,344.82,-597.07,155.52,706.81,1.82,1.4,1.86
2.993,345.94,-597,155.17,707.23,1.81,1.41,1.88
3,346.95,-596.81,155.19,707.56,1.81,1.41,1.91
3.007,348.09,-595.91,155,707.32,1.81,1.43,1.93
3.014,349.94,-596.34,156.37,708.89,1.81,1.43,1.96
3.021,352.63,-595.95,156.55,709.93,1.81,1.44,1.98
3.028,354.66,-595.18,156.5,710.3,1.81,1.46,2
3.036,357.55,-594.53,156.73,711.24,1.81,1.49,2.02
3.043,362.37,-596.16,159.33,715.61,1.81,1.49,2.05
3.05,367.38,-597.46,161.8,719.8,1.8,1.48,2.08
3.057,371.9,-598.48,164.01,723.46,1.79,1.48,2.11
3.064,376.2,-599.02,165.29,726.41,1.78,1.48,2.13
3.071,379.48,-599.18,166.36,728.49,1.76,1.5,2.15
3.078,382.2,-598.88,166.63,729.73,1.73,1.52,2.18
3.085,385.77,-601.04,168.9,733.89,1.71,1.51,2.21
3.092,388.22,-602.08,169.62,736.2,1.68,1.52,2.24
3.1,390.05,-603.11,169.3,737.93,1.66,1.52,2.27
3.107,391.38,-604.49,168.53,739.59,1.64,1.53,2.3
3.114,393.1,-607.62,168.33,743.01,1.64,1.53,2.32
3.121,394.74,-610.45,168.37,746.2,1.64,1.54,2.34
3.128,397.58,-614.25,170.42,751.27,1.64,1.54,2.36
3.135,401.01,-617.84,173.2,756.66,1.65,1.54,2.37
3.142,403.42,-621.78,175.6,761.7,1.65,1.54,2.38
3.149,405.87,-625.57,177.27,766.48,1.66,1.54,2.4
3.156,407.21,-627.84,178.44,769.31,1.67,1.54,2.41
3.163,408.04,-629.43,179.97,771.41,1.67,1.55,2.41
3.17,408.02,-629.48,179.96,771.43,1.69,1.57,2.41
3.177,408.69,-629.98,180.24,772.26,1.71,1.59,2.42
3.184,409.85,-630.71,180.72,773.58,1.74,1.61,2.42
3.191,411.44,-632.45,180.78,775.86,1.78,1.63,2.44
3.198,414.77,-635.49,182.27,780.45,1.81,1.66,2.46
3.205,417.21,-637.32,182.13,783.21,1.83,1.71,2.48
3.212,420.42,-640.5,183.14,787.74,1.85,1.74,2.51
3.219,423.78,-644.27,183.96,792.78,1.85,1.77,2.54
3.226,427.67,-649.28,185.92,799.39,1.85,1.78,2.58
3.233,432.1,-656.6,189.74,808.6,1.85,1.77,2.62
3.24,435.09,-662.98,191.5,815.79,1.84,1.76,2.65
